DataSetId,DataSetName,MeasureCode,MeasureName,ReportedMeasureCode,ReportedMeasureName,ReportingEndDate,ReportingStartDate
3059,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0365,Carotid endarterectomy,2017-06-30,2016-07-01
3060,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0366,Carpal tunnel release,2017-06-30,2016-07-01
3061,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0367,Cerebral haematoma - evacuation of,2017-06-30,2016-07-01
3062,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0368,Cervical discectomy and fusion,2017-06-30,2016-07-01
3063,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0369,Chalazion - excision of,2017-06-30,2016-07-01
3064,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0370,Chiari malformation decompression,2017-06-30,2016-07-01
3065,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0371,Circumcision,2017-06-30,2016-07-01
3066,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0372,Cleft lip and palate - repair of,2017-06-30,2016-07-01
3067,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0373,Colectomy/anterior resection/large bowel resection,2017-06-30,2016-07-01
3068,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0374,Common peroneal nerve release,2017-06-30,2016-07-01
3069,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0375,Cone biopsy,2017-06-30,2016-07-01
3070,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0376,Congenital cardiac defect/s - procedure for,2017-06-30,2016-07-01
3071,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0377,Congenital pulmonary lesion - removal of,2017-06-30,2016-07-01
3072,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0378,Corneal graft,2017-06-30,2016-07-01
3073,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0379,Cranioplasty,2017-06-30,2016-07-01
3074,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0380,Craniotomy,2017-06-30,2016-07-01
3075,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0381,Curettage and evacuation of uterus,2017-06-30,2016-07-01
3076,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0382,Cystectomy,2017-06-30,2016-07-01
3077,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0383,Dacryocystorhinostomy,2017-06-30,2016-07-01
3078,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0384,Dermoid cyst - removal of,2017-06-30,2016-07-01
3079,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0385,Dialysis access surgery,2017-06-30,2016-07-01
3080,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0386,Diathermy of wart/s,2017-06-30,2016-07-01
3081,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0387,Discectomy,2017-06-30,2016-07-01
3082,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0388,Dupytren's contracture release,2017-06-30,2016-07-01
3083,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0389,Ectropion - correction of,2017-06-30,2016-07-01
3084,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0390,Endometrial ablation,2017-06-30,2016-07-01
3085,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0391,Epididymal cyst - removal of,2017-06-30,2016-07-01
3086,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0392,Ethmoidectomy,2017-06-30,2016-07-01
3087,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0393,Examination of eye under anaesthesia,2017-06-30,2016-07-01
3088,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0394,Exostosis - excision of,2017-06-30,2016-07-01
3089,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0395,Female sterilisation,2017-06-30,2016-07-01
3090,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0396,Femoro-popliteal bypass graft,2017-06-30,2016-07-01
3091,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0397,Fracture non-union - treatment of,2017-06-30,2016-07-01
3092,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0398,Functional endoscopic sinus surgery,2017-06-30,2016-07-01
3093,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0399,Fundoplication,2017-06-30,2016-07-01
3094,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0400,Ganglion - excision of,2017-06-30,2016-07-01
3095,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0401,Hammer/claw/mallet toe - correction of,2017-06-30,2016-07-01
3096,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0402,Heart valve replacement,2017-06-30,2016-07-01
3097,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0403,Herniorrhaphy,2017-06-30,2016-07-01
3098,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0404,Hydrocele - repair of,2017-06-30,2016-07-01
3099,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0405,Hypospadias - repair of,2017-06-30,2016-07-01
3100,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0406,"Hysteroscopy, dilatation and curettage",2017-06-30,2016-07-01
3101,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0407,Insertion of ventricular peritoneal shunt,2017-06-30,2016-07-01
3102,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0408,Laminectomy,2017-06-30,2016-07-01
3103,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0409,Laparoscopy,2017-06-30,2016-07-01
3104,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0410,Large loop excision of the transformation zone cervix (LLETZ),2017-06-30,2016-07-01
3105,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0411,Laryngectomy,2017-06-30,2016-07-01
3106,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0412,Lingual or maxillary frenulum surgery,2017-06-30,2016-07-01
3107,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0413,Lithotripsy,2017-06-30,2016-07-01
3108,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0414,Lobectomy/wedge resection/pneumonectomy,2017-06-30,2016-07-01
3109,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0415,Lymphangioma - surgery for,2017-06-30,2016-07-01
3110,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0416,Mastectomy,2017-06-30,2016-07-01
3111,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0417,Mastoidectomy,2017-06-30,2016-07-01
3112,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0418,Meatoplasty,2017-06-30,2016-07-01
3113,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0419,Meniscectomy,2017-06-30,2016-07-01
3114,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0420,Microlaryngoscopy,2017-06-30,2016-07-01
3115,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0421,Muscle biopsy/temporal artery biopsy,2017-06-30,2016-07-01
3116,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0422,Muscle or tendon length - change of,2017-06-30,2016-07-01
3117,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0423,Myomectomy,2017-06-30,2016-07-01
3118,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0424,Nasal cautery,2017-06-30,2016-07-01
3119,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0425,Nasal polypectomy,2017-06-30,2016-07-01
3120,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0426,Nasendoscopy,2017-06-30,2016-07-01
3122,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0428,Nephrectomy,2017-06-30,2016-07-01
3123,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0429,Nerve decompression,2017-06-30,2016-07-01
3124,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0430,Nerve decompression of spinal cord,2017-06-30,2016-07-01
3125,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0431,Orchidectomy,2017-06-30,2016-07-01
3126,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0432,Orchidopexy,2017-06-30,2016-07-01
3127,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0433,Osteotomy,2017-06-30,2016-07-01
3128,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0434,Parathyroidectomy,2017-06-30,2016-07-01
3129,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0435,Parotidectomy/submandibular gland - excision of,2017-06-30,2016-07-01
3130,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0436,Pectus surgery,2017-06-30,2016-07-01
3131,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0437,Pedicle screw fusion,2017-06-30,2016-07-01
3132,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0438,Pharyngoplasty,2017-06-30,2016-07-01
3133,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0439,Pharynx - excision of,2017-06-30,2016-07-01
3134,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0440,Pilonidal sinus surgery,2017-06-30,2016-07-01
3135,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0441,Pleurodesis,2017-06-30,2016-07-01
3136,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0442,Posterior fossa decompression,2017-06-30,2016-07-01
3137,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0443,Probing of naso-lacrimal duct,2017-06-30,2016-07-01
3138,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0444,Procedure for strabismus (squint repair),2017-06-30,2016-07-01
3139,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0445,Prostate biopsy,2017-06-30,2016-07-01
3140,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0446,Pterygium - excision of,2017-06-30,2016-07-01
3141,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0447,Ptosis - repair of,2017-06-30,2016-07-01
3142,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0448,Pyeloplasty/correction of ureteropelvic junction,2017-06-30,2016-07-01
3143,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0449,Pyogenic granuloma - removal of,2017-06-30,2016-07-01
3144,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0450,Radical neck dissection,2017-06-30,2016-07-01
3145,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0451,Repair of obstructing hiatus hernia,2017-06-30,2016-07-01
3146,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0452,Replacement of aortic aneurysm with bifurcation graft,2017-06-30,2016-07-01
3147,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0453,Removal of intracranial lesion,2017-06-30,2016-07-01
3148,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0454,Rhinoplasty,2017-06-30,2016-07-01
3149,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0455,Rotator cuff - repair of,2017-06-30,2016-07-01
3150,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0456,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,2017-06-30,2016-07-01
3151,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0457,Scar revision,2017-06-30,2016-07-01
3152,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0458,Shoulder joint replacement,2017-06-30,2016-07-01
3153,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0459,Shoulder reconstruction,2017-06-30,2016-07-01
3154,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0460,Skin lesion - excision of,2017-06-30,2016-07-01
3155,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0461,Stapedectomy,2017-06-30,2016-07-01
3156,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0462,Stone/s urinary tract - removal of,2017-06-30,2016-07-01
3157,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0463,Stress incontinence surgery,2017-06-30,2016-07-01
3158,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0464,Sub-mucosal resection,2017-06-30,2016-07-01
3159,ES 2016-17 - Number of elective surgeries,MYH0006,Number of elective surgeries,MYH-RM0465,Tendon release,2017-06-30,2016-07-01
